ingredient_id,ingredient_name,language,category_id,category_name,subcategory_id,subcategory_name,reasoning,processed_at
1345,Ликер цитрусовые triple sec,RUS,23,Ликер,589.0,Фруктовый,"Triple sec — это ликёр с ярко выраженным цитрусовым (апельсиновым, иногда лимонным) вкусом, который получают из цедры фруктов[1][2][3][4][5]. В приведённом списке подкатегорий наиболее точным и специф",2025-08-20T18:57:32.818440
1346,"Ликер creme de
cassis",RUS,23,Ликер,599.0,Ягодный,"Крем де кассис — это французский ликёр, приготовленный из чёрной смородины, то есть из ягод. Все основные источники подтверждают, что его основным ингредиентом являются ягоды чёрной смородины, а вкус ",2025-08-20T18:57:35.072459
1347,"Ликер greme
de menthe",RUS,23,Ликер,595.0,Мятный,"Ликер 'Creme de Menthe' изготавливается с использованием эфирного масла или экстракта мяты, обладает ярко выраженным мятным вкусом и ароматом, что подтверждается описаниями продукта как 'мятный ликер'",2025-08-20T18:57:48.721163
1348,Ликер коньячный grand marnier,RUS,23,Ликер,589.0,Фруктовый,"Grand Marnier производится на основе коньяка и эссенции горьких померанцев (апельсинов), что делает его фруктовым ликёром, так как основной вкусовой компонент — цитрусовые фрукты[1][3][4]. Среди досту",2025-08-20T18:57:48.179754
1349,Ликер шоколданый  creme de cacao,RUS,23,Ликер,,,"Шоколадный ликер (creme de cacao) изготавливается на основе какао-бобов и шоколада, иногда с добавлением сливок, но не относится ни к одной из предложенных подкатегорий: он не фруктовый, не кофейный, ",2025-08-20T18:57:52.581330
1350,Ликер цитрусовый curasao blue,RUS,23,Ликер,589.0,Фруктовый,"Ликер Blue Curacao производится на основе цедры горьких апельсинов сорта Лараха и обладает ярко выраженным цитрусовым вкусом и ароматом, что однозначно относит его к фруктовым ликерам. Среди доступных",2025-08-20T18:57:49.608009
1351,Ликер свекольный  curasao triple sec,RUS,23,Ликер,589.0,Фруктовый,"Triple sec (Curaçao) — это классический апельсиновый ликёр, относящийся к фруктовым ликёрам. Несмотря на наличие слова 'свекольный', свёкла обычно используется как источник сахара, а не как основной в",2025-08-20T18:57:51.411213
1353,Ликер шоколадный  creme de cacao,RUS,23,Ликер,,,"Шоколадный ликер creme de cacao изготавливается на основе какао-бобов и шоколада, не относится к фруктовым, кофейным, травяным, мятным, сливочным, ягодным, ореховым или медовым ликерам. В приведённом ",2025-08-20T18:58:08.613289
1354,Ликер цитрусовый curasao вlue,RUS,23,Ликер,589.0,Фруктовый,"Ликер Blue Curacao производится на основе кожуры горьких апельсинов и обладает выраженным цитрусовым вкусом, что однозначно относит его к фруктовым ликерам, согласно описанию продукта и классификации ",2025-08-20T18:58:06.177682
1355,Ликер pisang ambon;,RUS,23,Ликер,589.0,Фруктовый,"Ликер Pisang Ambon обладает ярко выраженным вкусом банана и других тропических фруктов, что подтверждается описаниями вкуса и аромата во всех найденных источниках. Банан — это фрукт, поэтому наиболее ",2025-08-20T18:58:06.892159
1356,Ликер цитрусовый сurasao triple sec,RUS,23,Ликер,589.0,Фруктовый,"Ликер 'цитрусовый кюрасао triple sec' относится к фруктовым ликерам, так как его основными ингредиентами являются цитрусовые фрукты (апельсины, лимоны и др.), что подтверждается описаниями цитрусовых ",2025-08-20T18:58:09.691956
1357,"Водка finlandia
redberry",RUS,42,Водка,514.0,Ягодная,"Водка Finlandia Redberry ароматизирована и дополнена ягодами клюквы, что подтверждается описаниями состава и вкуса напитка. Клюква — это северная ягода, и основной вкусовой профиль продукта связан име",2025-08-20T18:58:24.328358
1358,"Ликер сurasao triple
sec",RUS,23,Ликер,589.0,Фруктовый,"Ликер 'curasao triple sec' (трипл-сек кюрасао) — это ликер с выраженным вкусом и ароматом апельсина, то есть цитрусового фрукта. В составе указаны натуральные ароматизаторы апельсина, а вкусовая групп",2025-08-20T18:58:26.472080
1359,Ликер фруктовый peach schnapps,RUS,23,Ликер,589.0,Фруктовый,"Peach schnapps — это ликер, основным вкусообразующим компонентом которого является фрукт, а именно персик. Согласно классификации, фруктовые ликеры включают напитки, изготовленные на основе фруктов, т",2025-08-20T18:58:24.927998
1360,"Ликер пряный sîuthern
comfort",RUS,23,Ликер,593.0,Травяной и пряный,"Southern Comfort содержит в составе травы, пряности и специи, что подтверждается описаниями вкуса и аромата: ликер основан на американском виски с добавлением трав, пряностей, фруктов и цитрусовых[1][",2025-08-20T18:58:22.586989
1361,Ликер дыневый midori,RUS,23,Ликер,589.0,Фруктовый,"Ликер Midori производится с использованием концентрированного сока дыни и обладает ярко выраженным вкусом и ароматом дыни, что подтверждается составом и описаниями вкуса во всех источниках. Дыня — это",2025-08-20T18:58:24.907596
1363,Можжевеловая настойка  genever,RUS,23,Ликер,593.0,Травяной и пряный,"Можжевеловая настойка (genever) изготавливается с использованием ягод можжевельника и часто других пряностей (например, кориандр, тмин, цедра цитрусовых), что придаёт напитку характерный пряный и трав",2025-08-20T18:58:46.855887
1390,Ликер яблочный,RUS,23,Ликер,589.0,Фруктовый,"Яблочный ликер изготавливается на основе яблок и обладает ярко выраженным фруктовым вкусом, что полностью соответствует подкатегории 'Фруктовый'. Яблоко — это фрукт, и все основные источники относят я",2025-08-20T19:20:47.162136
1391,Ликер темный crème de cacao,RUS,23,Ликер,,,"Основной вкусо-ароматический профиль темного ликера crème de cacao — это какао, шоколад и ваниль[1][2][3][5]. Ни одна из доступных подкатегорий ('Фруктовый', 'Кофейный', 'Травяной и пряный', 'Мятный',",2025-08-20T19:20:49.917751
1392,Ликер  вишневый grenadine,RUS,23,Ликер,599.0,Ягодный,"Вишневый ликер относится к ликерам, произведенным из ягод, в частности из вишни, что подтверждается описаниями состава и вкуса таких напитков как насыщенный ягодный вкус и аромат вишни[1][2][3]. Среди",2025-08-20T19:20:50.693776
1393,Ликер зеленый мятный,RUS,23,Ликер,595.0,Мятный,"Ликер зеленый мятный изготавливается на основе мяты и обладает ярко выраженным мятным вкусом и ароматом, что подтверждается описаниями таких напитков, как Crème de Menthe, Bols Peppermint Green и друг",2025-08-20T19:20:49.544628
1394,Вино,RUS,40,Вино,,,"Ингредиент указан как просто 'Вино' без уточнения цвета, стиля (сухое, сладкое и т.д.), типа (игристое, тихое), крепости или других характеристик. Все представленные подкатегории требуют более конкрет",2025-08-20T18:35:01.071325
1395,Ликер травяной benedictine d.o.m.,RUS,23,Ликер,593.0,Травяной и пряный,"Benedictine D.O.M. — это классический травяной ликер, созданный на основе смеси трав и специй, что полностью соответствует подкатегории 'Травяной и пряный'. В его составе нет выраженных фруктовых, коф",2025-08-20T19:21:06.076563
1396,Вермут сухой,RUS,40,Вино,396.0,Белое сухое,"Сухой вермут — это ароматизированное креплёное вино светлого (белого или соломенного) цвета с низким содержанием сахара (до 4 г/л), что соответствует характеристикам подкатегории 'Белое сухое'. Вариан",2025-08-20T19:21:09.311088
1397,Ликер  вишневый maraschino,RUS,23,Ликер,599.0,Ягодный,"Ликер Maraschino изготавливается из мараскиновой вишни, которая относится к ягодам. В описаниях подчеркивается его вишневая основа и ягодный вкус, что делает подкатегорию 'Ягодный' наиболее точной и с",2025-08-20T19:21:06.158926
