ingredient_id,ingredient_name,language,is_alcoholic,old_category_id,new_category_id,category_name,description,reasoning,processed_at
56,Box peach gelatin,ENG,False,21.0,5.0,Other not alcohol,"Box peach gelatin is a commercially prepared, peach-flavored gelatin dessert mix, typically sold in powdered form. It is dissolved in hot water and then chilled to set, often used in cocktails like Jello shots to add flavor, color, and a unique texture. This ingredient is non-alcoholic and serves as a versatile base for creative, visually appealing drinks.","Box peach gelatin is a processed, non-alcoholic ingredient that does not fit categories like 'Fruits', 'Juice', or 'Syrup'. It is best classified under 'Other not alcohol' as it is a specialty product",2025-08-18T16:29:41.716956
57,Box pineapple gelatin,ENG,False,21.0,5.0,Other not alcohol,"Box pineapple gelatin is a commercially prepared, flavored gelatin dessert mix with a sweet pineapple taste. It is typically used to add both flavor and structure to cocktails, especially in jello shots or layered drinks. The powder is dissolved in hot water and sets into a firm, jelly-like consistency when cooled.","Box pineapple gelatin is a processed, non-alcoholic ingredient that does not fit into categories like juice, syrup, fruit, or vegetables. It is best classified as 'Other not alcohol' because it is a s",2025-08-18T16:29:48.184356
58,"Box sparkling mandarin
orange gelatin",ENG,False,21.0,5.0,Other not alcohol,"Box sparkling mandarin orange gelatin is a flavored gelatin dessert mix that typically contains sugar, gelatin, and natural or artificial mandarin orange flavoring, sometimes with added carbonation for a sparkling effect. It is used to create jelled desserts or as a creative ingredient in cocktails and mocktails for texture and citrus flavor. This product is non-alcoholic and is usually prepared by dissolving the powder in hot water and chilling until set.","The ingredient is a processed, non-alcoholic gelatin dessert mix and does not fit categories like 'Fruits', 'Juice', or 'Syrup'. It is best classified under 'Other not alcohol' as it is a specialty no",2025-08-18T16:29:55.685875
59,Brandy,ENG,True,18.0,11.0,Brandy,"Brandy is a distilled spirit made primarily from fermented fruit juice, most commonly grapes, though other fruits can be used. It typically contains 35–60% alcohol by volume and is often aged in wooden casks, which imparts complex flavors and aromas. Brandy is a versatile cocktail ingredient, featured in classics like the Sidecar and Brandy Alexander.","Brandy is specifically a spirit distilled from wine or fermented fruit juice, and the available category 'Brandy' (ID 11) directly matches this definition. None of the other categories (such as Rum, L",2025-08-18T16:30:01.394275
60,Brine from cocktail olives,ENG,False,15.0,5.0,Other not alcohol,"Brine from cocktail olives is the salty, savory liquid in which olives are stored and preserved. It is commonly used in cocktails like the Dirty Martini to add a distinctive umami and saline character. The brine enhances complexity and provides a unique savory note to drinks.","Olive brine is a non-alcoholic, savory liquid that does not fit into categories like juice, syrup, or vegetables. It is best classified under 'Other not alcohol' as it is a miscellaneous, non-alcoholi",2025-08-18T16:30:18.496290
61,Brown ale,ENG,True,6.0,6.0,Beer,"Brown ale is a style of beer characterized by its deep amber to dark brown color, balanced malt and hop profile, and flavors that often include caramel, chocolate, and toasted notes. It typically has an ABV of 4-6% and is smoother and lighter than porters or stouts, making it a versatile ingredient for cocktails that require a malty, approachable beer base. Brown ales are available in both English and American styles, with American versions tending to be hoppier.","Brown ale is brewed from malted barley, hops, yeast, and water, and is classified as a type of beer. None of the other categories (Rum, Liqueur, Absinthe, Brandy, Wine, Vodka) are appropriate, as brow",2025-08-18T16:30:27.918533
62,Brown crème de cacao,ENG,True,3.0,3.0,Liqueur,"Brown crème de cacao is a chocolate-flavored liqueur with a rich, dark color and notes of cocoa, vanilla, and sometimes orange. It is used in cocktails to add depth and sweetness, and does not contain cream despite its name. Bartenders use it for drinks requiring a pronounced chocolate character and smooth texture.","Brown crème de cacao is consistently described as a chocolate liqueur, which fits the 'Liqueur' category. It is not a spirit like rum, vodka, or brandy, nor is it beer, wine, or absinthe. Multiple sou",2025-08-18T16:30:38.373579
63,Brown sugar,ENG,False,22.0,5.0,Other not alcohol,"Brown sugar is a moist, caramel-flavored sweetener made by adding molasses to refined white sugar. It is commonly used in cocktails to add depth and richness, either directly or as a base for simple syrup. Its distinctive flavor enhances both classic and modern mixed drinks.","Brown sugar is a non-alcoholic sweetener and does not fit categories like 'Syrup' (which refers to the liquid form), 'Juice', 'Fruits', or 'Vegetables'. The most accurate match is 'Other not alcohol',",2025-08-18T16:30:49.215053
64,Brut champagne,ENG,True,12.0,12.0,Wine,"Brut champagne is a style of sparkling wine from the Champagne region of France, characterized by its dry taste and low sugar content (less than 12 grams per liter). It is commonly used in cocktails to add effervescence and a crisp, refreshing acidity, making it a versatile ingredient for classic and modern drinks.","Brut champagne is a type of sparkling wine, and the most appropriate category from the provided list is 'Wine'. It is not a beer, spirit, or liqueur, but specifically a sparkling wine with a defined d",2025-08-18T16:30:55.870376
65,Butter,ENG,False,9.0,5.0,Other not alcohol,"Butter is a dairy product used in cocktails to add richness, creaminess, and a smooth mouthfeel. It is commonly incorporated in warm drinks like Hot Buttered Rum or used in fat-washing spirits to impart a subtle, nutty flavor. Butter can also be blended into syrups or mixes for tiki and modern cocktails.","Butter is not a fruit, vegetable, juice, syrup, coffee, lemonade, or alcohol. It is a non-alcoholic ingredient of animal origin, best fitting the 'Other not alcohol' category for cocktail classificati",2025-08-18T16:31:02.837393
66,Butterscotch schnapps,ENG,True,3.0,3.0,Liqueur,"Butterscotch schnapps is a sweet, low-to-moderate proof liqueur flavored with rich, buttery butterscotch notes. It is commonly used in cocktails to add a creamy, caramel-like sweetness and is also enjoyed neat or over ice. Its versatility makes it a popular choice for dessert drinks and shots.","Butterscotch schnapps is classified as a liqueur due to its sweet flavor profile, moderate alcohol content, and use of added flavors and sugars, as confirmed by multiple sources describing it as a liq",2025-08-18T16:31:12.252867
67,Bénédictine,ENG,True,3.0,3.0,Liqueur,"Bénédictine is a French herbal liqueur made from a blend of 27 different herbs and spices, with a base of neutral grain spirit. It has a sweet, complex flavor profile featuring notes of honey, saffron, vanilla, and various spices, making it a versatile ingredient in classic and modern cocktails.","Bénédictine is classified as a liqueur due to its production method, flavoring with herbs and spices, and its sweetened profile. Multiple sources explicitly list it as a 'Liqueur — Herbal,' and it doe",2025-08-18T16:31:26.559858
68,Cabernet sauvignon,ENG,True,12.0,12.0,Wine,"Cabernet Sauvignon is a full-bodied red wine known for its bold flavors, high tannins, and notes of dark fruit such as blackcurrant and plum. In cocktails, it adds structure, depth, and complexity, often used as a float or mixed component to enhance both flavor and visual appeal. Its robust profile makes it a popular choice for sophisticated wine-based drinks.","Cabernet Sauvignon is a type of red wine, not a spirit, liqueur, or beer. The most appropriate category from the provided list is 'Wine', as supported by its use in wine cocktails and its classificati",2025-08-18T16:31:38.867383
69,Cachaça,ENG,True,14.0,1.0,Rum,"Cachaça is a Brazilian distilled spirit made from fermented sugarcane juice, known for its fresh, grassy flavor and central role in cocktails like the Caipirinha. While similar to rum, which is typically made from molasses, cachaça is distinct in its production and taste profile. It is a versatile base spirit for a variety of tropical and refreshing drinks.","Cachaça is most closely related to rum, as both are distilled from sugarcane products; however, cachaça is made from fresh sugarcane juice, while most rums are made from molasses. Given the available ",2025-08-18T16:31:45.824259
